Network Management Card AOS v3.3.4
Rack PDU APP v3.3.3

Date     	Time     	Name	Contact	Location	System IP
02/27/2024	05:22:38	RackPDU	Unknown	Unknown	10.30.250.14

		Metered Rack PDU   	   	   	   	   	   	
02/22/2024	04:14:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	04:04:35	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	03:54:35	2.7	1.2	2.7	1.2	2.7	1.2	
02/22/2024	03:44:35	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	03:34:35	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	03:24:35	2.7	1.2	2.8	1.2	2.7	1.2	
02/22/2024	03:14:35	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	03:04:35	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	02:54:35	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	02:44:35	2.6	1.2	2.7	1.3	2.6	1.2	
02/22/2024	02:34:35	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	02:24:35	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	02:14:35	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	02:04:35	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	01:54:35	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	01:44:35	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	01:34:35	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	01:24:35	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	01:14:35	2.6	1.2	2.7	1.3	2.6	1.2	
02/22/2024	01:04:35	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	00:54:35	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	00:44:35	2.7	1.2	2.7	1.2	2.6	1.2	
02/22/2024	00:34:35	2.6	1.2	2.7	1.2	2.6	1.2	
02/22/2024	00:24:35	2.6	1.2	2.6	1.3	2.6	1.2	
02/22/2024	00:14:35	2.6	1.2	2.6	1.2	2.6	1.2	
02/22/2024	00:04:35	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	23:54:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	23:44:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	23:34:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	23:24:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	23:14:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	23:04:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	22:54:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	22:44:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	22:34:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	22:24:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	22:14:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	22:04:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	21:54:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	21:44:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	21:34:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	21:24:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	21:14:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	21:04:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	20:54:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	20:44:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	20:34:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	20:24:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	20:14:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	20:04:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	19:54:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	19:44:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	19:34:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	19:24:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	19:14:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	19:04:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	18:54:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	18:44:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	18:34:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	18:24:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	18:14:34	2.6	1.2	2.6	1.3	2.6	1.2	
02/21/2024	18:04:34	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	17:54:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	17:44:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	17:34:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	17:24:34	2.6	1.2	2.6	1.3	2.6	1.2	
02/21/2024	17:14:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	17:04:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	16:54:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	16:44:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	16:34:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	16:24:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	16:14:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	16:04:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	15:54:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	15:44:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	15:34:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	15:24:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	15:14:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	15:04:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	14:54:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	14:44:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	14:34:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	14:24:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	14:14:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	14:04:34	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	13:54:34	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	13:44:33	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	13:34:33	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	13:24:33	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	13:14:33	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	13:04:33	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	12:54:33	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	12:44:33	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	12:34:33	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	12:24:33	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	12:14:33	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	12:04:33	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	11:54:33	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	11:44:33	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	11:34:33	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	11:24:33	2.7	1.2	2.7	1.3	2.6	1.2	
02/21/2024	11:14:33	2.7	1.2	2.8	1.2	2.6	1.2	
02/21/2024	11:04:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	10:54:33	2.7	1.2	2.8	1.3	2.7	1.2	
02/21/2024	10:44:33	2.8	1.2	2.8	1.2	2.7	1.2	
02/21/2024	10:34:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	10:24:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	10:14:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	10:04:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	09:54:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	09:44:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	09:34:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	09:24:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	09:14:33	2.7	1.2	2.8	1.2	2.6	1.2	
02/21/2024	09:04:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	08:54:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	08:44:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	08:34:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	08:24:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	08:14:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	08:04:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	07:54:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	07:44:33	2.7	1.2	2.8	1.2	2.6	1.2	
02/21/2024	07:34:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	07:24:33	2.7	1.2	2.7	1.3	2.7	1.2	
02/21/2024	07:14:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	07:04:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	06:54:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	06:44:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	06:34:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	06:24:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	06:14:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	06:04:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	05:54:33	2.7	1.2	2.8	1.3	2.6	1.2	
02/21/2024	05:44:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	05:34:33	2.7	1.2	2.8	1.2	2.6	1.2	
02/21/2024	05:24:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	05:14:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	05:04:33	2.7	1.2	2.7	1.2	2.6	1.2	
02/21/2024	04:54:33	2.7	1.2	2.7	1.3	2.7	1.2	
02/21/2024	04:44:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	04:34:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	04:24:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	04:14:33	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	04:04:33	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	03:54:32	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	03:44:32	2.7	1.2	2.8	1.2	2.7	1.2	
02/21/2024	03:34:32	2.7	1.2	2.7	1.2	2.7	1.2	
02/21/2024	03:24:32	2.7	1.2	2.8	1.2	2.6	1.2	
02/21/2024	03:14:32	2.7	1.2	2.7	1.2	2.6	1.2	
02/21/2024	03:04:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	02:54:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	02:44:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	02:34:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	02:24:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	02:14:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	02:04:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	01:54:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	01:44:32	2.6	1.2	2.7	1.3	2.6	1.2	
02/21/2024	01:34:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	01:24:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	01:14:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	01:04:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	00:54:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	00:44:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	00:34:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/21/2024	00:24:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	00:14:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/21/2024	00:04:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	23:54:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	23:44:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	23:34:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	23:24:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	23:14:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	23:04:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	22:54:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	22:44:32	2.6	1.2	2.6	1.3	2.6	1.2	
02/20/2024	22:34:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	22:24:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	22:14:32	2.6	1.2	2.6	1.3	2.6	1.2	
02/20/2024	22:04:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	21:54:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	21:44:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	21:34:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	21:24:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	21:14:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	21:04:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	20:54:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	20:44:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	20:34:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	20:24:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	20:14:32	2.6	1.2	2.6	1.3	2.6	1.2	
02/20/2024	20:04:32	2.6	1.2	2.6	1.2	2.5	1.2	
02/20/2024	19:54:32	2.6	1.2	2.6	1.3	2.6	1.2	
02/20/2024	19:44:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	19:34:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	19:24:32	2.6	1.2	2.6	1.3	2.6	1.2	
02/20/2024	19:14:32	2.6	1.2	2.6	1.3	2.6	1.2	
02/20/2024	19:04:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	18:54:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	18:44:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	18:34:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	18:24:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	18:14:32	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	18:04:32	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	17:54:31	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	17:44:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	17:34:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	17:24:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	17:14:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	17:04:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	16:54:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	16:44:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	16:34:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	16:24:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	16:14:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	16:04:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	15:54:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	15:44:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	15:34:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	15:24:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	15:14:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	15:04:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	14:54:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	14:44:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	14:34:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	14:24:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	14:14:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	14:04:31	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	13:54:31	2.6	1.2	2.6	1.3	2.6	1.2	
02/20/2024	13:44:31	2.6	1.2	2.6	1.3	2.6	1.2	
02/20/2024	13:34:31	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	13:24:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	13:14:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	13:04:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	12:54:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	12:44:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	12:34:31	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	12:24:31	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	12:14:31	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	12:04:31	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	11:54:31	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	11:44:31	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	11:34:31	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	11:24:31	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	11:14:31	2.6	1.2	2.8	1.3	2.6	1.2	
02/20/2024	11:04:31	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	10:54:31	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	10:44:31	2.8	1.2	2.8	1.2	2.7	1.2	
02/20/2024	10:34:31	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	10:24:31	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	10:14:31	2.7	1.2	2.8	1.2	2.7	1.2	
02/20/2024	10:04:31	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	09:54:31	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	09:44:31	2.7	1.2	2.8	1.2	2.7	1.2	
02/20/2024	09:34:31	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	09:24:31	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	09:14:31	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	09:04:31	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	08:54:31	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	08:44:31	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	08:34:31	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	08:24:31	2.7	1.2	2.8	1.3	2.7	1.2	
02/20/2024	08:14:31	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	08:04:31	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	07:54:30	2.7	1.2	2.7	1.3	2.6	1.2	
02/20/2024	07:44:30	2.7	1.2	2.7	1.3	2.6	1.2	
02/20/2024	07:34:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	07:24:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	07:14:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	07:04:30	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	06:54:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	06:44:30	2.7	1.2	2.7	1.2	2.7	1.2	
02/20/2024	06:34:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	06:24:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	06:14:30	2.7	1.2	2.7	1.2	2.7	1.2	
02/20/2024	06:04:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	05:54:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	05:44:30	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	05:34:30	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	05:24:30	2.7	1.2	2.8	1.2	2.7	1.2	
02/20/2024	05:14:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	05:04:30	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	04:54:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	04:44:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	04:34:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	04:24:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	04:14:30	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	04:04:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	03:54:30	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	03:44:30	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	03:34:30	2.7	1.2	2.8	1.2	2.6	1.2	
02/20/2024	03:24:30	2.6	1.2	2.8	1.2	2.6	1.2	
02/20/2024	03:14:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	03:04:30	2.7	1.2	2.7	1.2	2.6	1.2	
02/20/2024	02:54:30	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	02:44:30	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	02:34:30	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	02:24:30	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	02:14:30	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	02:04:30	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	01:54:30	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	01:44:30	2.6	1.2	2.7	1.3	2.6	1.2	
02/20/2024	01:34:30	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	01:24:30	2.6	1.2	2.7	1.3	2.6	1.2	
02/20/2024	01:14:30	2.6	1.2	2.6	1.3	2.6	1.2	
02/20/2024	01:04:30	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	00:54:30	2.6	1.2	2.7	1.3	2.6	1.2	
02/20/2024	00:44:30	2.6	1.2	2.7	1.3	2.6	1.2	
02/20/2024	00:34:30	2.6	1.2	2.7	1.2	2.6	1.2	
02/20/2024	00:24:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	00:14:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/20/2024	00:04:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	23:54:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	23:44:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	23:34:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	23:24:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	23:14:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	23:04:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	22:54:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	22:44:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	22:34:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	22:24:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	22:14:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	22:04:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	21:54:30	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	21:44:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	21:34:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	21:24:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	21:14:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	21:04:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	20:54:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	20:44:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	20:34:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	20:24:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	20:14:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	20:04:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	19:54:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	19:44:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	19:34:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	19:24:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	19:14:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	19:04:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	18:54:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	18:44:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	18:34:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	18:24:29	2.6	1.2	2.6	1.3	2.6	1.2	
02/19/2024	18:14:29	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	18:04:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	17:54:29	2.6	1.2	2.6	1.3	2.6	1.2	
02/19/2024	17:44:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	17:34:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	17:24:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	17:14:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	17:04:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	16:54:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	16:44:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	16:34:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	16:24:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	16:14:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	16:04:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	15:54:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	15:44:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	15:34:29	2.6	1.2	2.6	1.2	2.6	1.2	
